age	job	marital	education	default	housing	loan	contact	month	day_of_week	duration	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	y
28	1	1	1	1	2	2	2	1	3	329	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
55	3	3	2	1	1	1	1	7	5	244	2	6	3	3	-0.29166666666666663	0.42322681215900104	0.046025104602510414	-0.8780045351473924	-0.7882797731569013	1
54	4	1	3	1	2	1	1	8	4	99	3	999	0	1	-0.04166666666666663	0.8706157443491804	-0.8912133891213392	-0.8403628117913833	-1.0	0
56	6	3	3	1	2	1	1	3	2	287	3	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
40	5	1	2	1	1	1	1	3	2	118	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
49	6	1	3	1	2	1	1	5	3	86	4	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	0
30	3	2	3	1	2	1	1	7	3	123	4	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
29	11	2	4	1	2	1	2	3	1	232	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
31	3	2	3	1	2	2	1	7	4	167	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
30	3	1	2	1	2	1	1	1	2	166	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.70702947845805	0.024574669187146014	0
34	3	3	3	1	1	1	1	7	3	111	4	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
44	8	3	5	1	2	1	1	5	1	170	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
32	5	2	3	1	2	1	1	1	1	457	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7210884353741497	0.024574669187146014	0
38	9	3	3	1	2	1	1	3	2	403	2	999	0	1	-0.04166666666666663	1.0	-1.0	-0.8208616780045352	-1.0	1
37	4	1	3	1	1	1	1	3	1	48	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
29	5	1	3	1	2	1	1	5	4	5	23	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.965079365079365	1.0	0
30	3	2	3	1	1	1	1	7	3	374	12	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
54	6	1	3	1	1	1	1	9	4	85	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6689342403628119	0.024574669187146014	0
43	1	1	1	1	1	2	1	5	5	393	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
33	3	1	3	1	2	1	2	1	2	92	5	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
57	7	1	4	1	1	1	1	3	4	124	6	999	0	1	-0.04166666666666663	1.0	-1.0	-0.8204081632653062	-1.0	0
29	3	1	3	1	1	1	1	7	1	137	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
48	1	1	1	1	1	1	1	1	5	268	1	3	3	3	-0.33333333333333326	0.30553390491037646	-0.09623430962343127	-0.9850340136054422	-0.6589792060491533	1
30	1	1	1	1	1	2	1	1	3	231	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
45	3	1	3	1	1	1	1	4	1	64	1	999	2	2	-1.0	-0.8612626656274358	0.757322175732217	-0.9519274376417234	-0.5924385633270361	0
42	1	1	6	1	1	1	1	1	4	56	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6861678004535148	0.024574669187146014	0
31	3	2	2	1	2	1	1	5	2	96	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
58	3	1	3	1	1	1	2	8	3	9	1	999	0	1	-0.04166666666666663	0.8706157443491804	-0.8912133891213392	-0.8557823129251702	-1.0	0
32	2	1	2	1	2	2	1	9	1	340	2	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
31	10	1	3	1	2	1	1	7	2	124	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
53	1	1	5	1	2	1	1	3	3	545	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6126984126984125	0.7557655954631386	0
53	3	1	1	1	2	1	2	1	2	35	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
32	9	1	3	1	1	2	1	7	2	73	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
43	10	1	1	1	1	1	2	1	4	305	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
30	4	1	3	1	1	1	2	5	4	150	10	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
31	5	1	4	1	2	1	1	5	4	3643	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	1
38	5	1	4	1	1	2	1	3	2	11	3	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
37	3	2	3	1	2	2	1	1	3	553	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
50	5	3	4	1	2	1	1	7	3	73	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
34	3	2	2	1	2	1	1	5	2	127	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
45	3	1	6	1	2	2	1	5	1	268	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
34	6	1	2	1	1	1	1	5	5	838	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	1
31	1	3	2	1	1	1	1	1	2	829	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.70702947845805	0.024574669187146014	1
27	11	2	3	1	1	1	2	1	3	104	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
35	1	1	6	1	1	1	2	1	3	312	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
50	5	1	3	1	2	1	1	5	1	146	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
53	6	1	3	1	1	1	1	3	5	313	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
27	1	1	5	1	1	1	1	1	4	88	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
57	9	1	3	1	2	1	1	5	2	388	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
49	9	1	4	1	2	1	2	1	4	565	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9160997732426301	0.7194706994328897	0
32	6	1	2	1	2	2	1	3	3	256	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6126984126984125	0.7557655954631386	0
34	10	1	1	1	1	1	1	1	4	218	4	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
25	4	2	3	1	2	1	2	1	2	199	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
29	3	2	3	1	2	1	2	2	4	247	2	999	0	1	-0.7916666666666665	-0.40607950116913116	-0.16317991631799167	-0.7165532879818595	-0.14858223062382336	0
39	9	1	5	1	2	1	1	7	4	183	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
40	3	3	2	1	1	1	1	1	1	164	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7210884353741497	0.024574669187146014	0
27	2	2	3	1	1	1	1	6	3	104	1	6	1	3	-0.33333333333333326	-0.08963367108339071	0.33891213389121333	-0.9922902494331066	-0.6589792060491533	1
55	10	1	1	1	1	1	1	8	5	156	1	999	0	1	-1.0	-0.8207326578332044	1.0	-0.9578231292517008	-0.5924385633270361	0
32	2	1	2	1	2	1	1	7	2	55	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
54	3	1	4	1	1	1	1	7	2	103	4	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
43	5	3	4	1	2	1	2	1	4	644	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9160997732426301	0.7194706994328897	0
41	1	3	5	1	1	1	2	2	2	122	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9623582766439907	1.0	0
26	3	1	2	1	2	2	1	3	2	112	1	999	1	2	-1.0	-0.6508183943881534	0.7322175732217571	-0.961904761904762	-0.5924385633270361	0
52	5	1	4	1	1	2	1	7	2	203	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
44	3	1	3	1	2	1	1	7	2	96	2	4	1	3	-0.7916666666666665	-1.0	0.6234309623430958	-0.8893424036281179	-0.14858223062382336	0
44	3	1	3	1	2	1	1	3	1	135	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
27	3	2	6	1	1	1	2	1	1	195	4	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7210884353741497	0.024574669187146014	0
28	6	1	3	1	2	1	2	2	2	771	2	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9623582766439907	1.0	1
47	9	1	3	1	1	1	1	7	3	232	2	999	0	1	-0.7916666666666665	-1.0	0.6234309623430958	-0.9056689342403629	-0.14858223062382336	1
34	2	1	2	1	1	1	1	5	3	206	6	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	0
34	1	1	1	1	1	1	2	1	3	513	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
25	3	2	3	1	2	1	2	7	5	103	3	999	0	1	-0.7916666666666665	-1.0	0.6234309623430958	-0.907936507936508	-0.14858223062382336	0
31	5	2	4	1	1	1	1	7	5	150	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
50	6	1	3	1	2	1	1	4	4	718	4	999	3	2	-0.04166666666666663	0.5572876071706929	0.11297071129707081	-0.889795918367347	-1.0	0
22	1	2	1	1	2	1	1	5	1	106	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9600907029478456	1.0	0
34	5	1	4	1	1	1	1	3	2	107	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
50	1	1	5	1	1	2	2	3	5	234	3	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
25	11	2	2	1	1	1	1	5	5	112	1	999	1	2	-0.7916666666666665	-0.7911145752143369	0.4393305439330537	-0.8145124716553289	-0.14858223062382336	0
51	8	3	3	1	1	1	2	1	3	231	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
59	6	1	3	1	1	1	1	10	4	646	3	6	1	3	-0.8333333333333333	-0.6009353078721773	0.48953974895397456	-0.9705215419501134	-0.5470699432892303	0
40	1	1	5	1	2	1	1	3	5	181	1	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
26	5	2	4	1	1	1	2	2	2	605	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
32	3	1	2	1	2	1	1	1	4	84	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6861678004535148	0.024574669187146014	0
33	6	2	3	1	1	2	1	9	2	1176	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6086167800453516	0.024574669187146014	1
32	11	2	3	1	1	1	2	2	2	209	12	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9623582766439907	1.0	0
31	5	2	3	1	1	1	1	3	3	984	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6126984126984125	0.7557655954631386	1
38	1	1	1	1	2	1	2	2	1	693	3	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9609977324263037	1.0	1
30	11	2	2	1	2	1	1	7	5	592	3	999	1	2	-0.29166666666666663	0.42322681215900104	0.046025104602510414	-0.8802721088435375	-0.7882797731569013	1
32	2	1	2	1	1	1	2	1	2	628	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7120181405895692	0.024574669187146014	1
44	1	1	1	1	2	1	1	1	4	556	3	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6861678004535148	0.024574669187146014	0
35	3	2	3	1	1	1	1	5	3	673	8	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
41	1	1	1	1	1	2	1	1	1	198	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6925170068027212	0.024574669187146014	0
65	9	1	5	1	2	1	1	2	3	89	2	999	0	1	-0.7916666666666665	-0.40607950116913116	-0.16317991631799167	-0.7138321995464854	-0.14858223062382336	0
43	2	3	2	1	2	1	1	5	3	122	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
40	1	1	4	1	2	2	1	3	3	80	1	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6126984126984125	0.7557655954631386	0
30	3	1	3	1	2	1	1	5	1	70	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9600907029478456	1.0	0
66	7	3	2	1	2	1	1	5	2	211	1	999	1	2	-0.29166666666666663	0.5697583787996905	-0.12133891213389125	-0.8816326530612245	-0.7882797731569013	0
44	2	2	2	1	2	1	2	2	3	20	1	999	0	1	-0.29166666666666663	0.44505066250974323	-0.07949790794979084	-0.961451247165533	-0.7882797731569013	0
35	3	1	2	1	1	2	2	2	3	172	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
26	1	2	6	1	2	1	2	2	2	83	2	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
39	10	1	3	1	1	1	2	2	4	72	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9605442176870749	1.0	0
35	5	2	4	1	1	1	1	3	4	192	2	999	1	2	-1.0	-0.6508183943881534	0.7322175732217571	-0.9641723356009071	-0.5924385633270361	1
42	9	1	3	1	2	1	1	3	3	90	4	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6126984126984125	0.7557655954631386	0
36	3	2	3	1	2	1	1	8	2	146	1	999	1	2	-1.0	-0.8207326578332044	1.0	-0.9514739229024944	-0.5924385633270361	0
46	3	2	3	1	2	2	1	1	3	195	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7147392290249434	0.024574669187146014	0
35	4	1	3	1	1	1	1	5	3	192	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
24	3	2	2	1	1	1	1	5	2	145	4	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9600907029478456	1.0	0
50	5	1	3	1	1	1	1	7	3	204	5	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
36	3	2	3	1	2	1	1	5	4	67	6	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.965079365079365	1.0	0
39	5	2	4	1	2	1	2	5	4	206	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9641723356009069	1.0	0
42	1	1	5	1	2	1	2	2	5	110	4	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
31	1	2	3	1	2	1	1	5	1	35	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9600907029478456	1.0	0
25	1	1	5	1	2	1	1	1	1	114	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7210884353741497	0.024574669187146014	0
58	1	1	5	1	1	1	2	5	4	48	6	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
33	4	1	3	1	2	1	2	1	5	367	5	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
49	1	3	6	1	2	1	1	3	2	55	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
52	2	1	3	1	2	1	2	2	3	119	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9614512471655325	1.0	0
26	1	1	1	1	2	1	1	1	2	45	2	999	2	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6829931972789116	0.024574669187146014	0
43	5	1	3	1	1	1	1	7	3	134	4	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
26	9	1	5	1	1	1	1	5	3	149	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	0
34	1	1	6	1	1	1	1	1	5	162	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	0
24	2	2	2	1	2	1	2	1	3	401	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
33	4	2	3	1	2	1	2	1	1	92	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
32	3	3	3	1	1	1	1	5	4	668	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
26	3	2	3	1	2	1	2	5	2	342	5	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
56	7	1	5	1	2	1	2	1	2	88	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
38	1	1	6	1	2	1	2	1	4	21	9	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
37	3	1	2	1	1	1	2	3	1	136	1	999	0	1	-1.0	-0.6508183943881534	0.7322175732217571	-0.963265306122449	-0.5924385633270361	0
22	1	2	1	1	1	2	1	5	3	848	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	1
50	1	1	1	1	2	1	2	2	5	128	6	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
34	1	1	1	1	2	1	2	1	2	606	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
35	5	2	3	1	1	1	1	1	3	271	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
25	3	1	2	1	2	1	1	5	2	95	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
39	1	2	5	1	2	1	1	1	4	93	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
52	5	1	4	1	1	2	1	4	3	211	1	999	1	2	-1.0	-0.8612626656274358	0.757322175732217	-0.926530612244898	-0.5924385633270361	1
48	5	1	3	1	2	1	1	7	1	239	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
30	5	2	4	1	1	1	1	7	2	178	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
32	6	1	2	1	2	1	2	2	5	206	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
52	10	1	3	1	2	1	1	3	1	115	1	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
44	1	2	4	1	2	1	1	8	5	123	2	999	0	1	-1.0	-0.8207326578332044	1.0	-0.9514739229024944	-0.5924385633270361	0
29	3	2	3	1	1	2	1	7	4	254	3	3	1	3	-0.7916666666666665	-1.0	0.6234309623430958	-0.8920634920634921	-0.14858223062382336	1
41	3	1	3	1	2	1	1	7	2	85	5	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
26	5	1	2	1	1	1	2	1	1	305	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
32	3	2	3	1	1	1	1	7	1	233	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9641723356009069	1.0	0
31	3	2	3	1	1	1	1	7	5	191	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
23	1	2	4	1	1	1	1	1	1	136	3	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7210884353741497	0.024574669187146014	0
50	5	1	4	1	1	1	2	1	1	855	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9179138321995464	0.7194706994328897	1
29	3	1	3	1	1	1	1	1	3	565	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7238095238095239	0.024574669187146014	1
31	3	2	3	1	1	2	1	7	4	140	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9623582766439907	1.0	0
48	9	1	5	1	2	1	1	7	3	248	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
24	5	3	4	1	2	1	1	9	1	332	1	999	1	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
35	5	1	2	1	2	1	2	1	2	208	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
37	3	1	2	1	2	1	1	1	3	14	3	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7238095238095239	0.024574669187146014	0
33	3	1	3	1	1	1	1	7	5	118	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
58	6	1	3	1	2	1	1	7	3	164	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
54	7	1	1	1	1	1	1	5	4	148	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
54	5	1	4	1	1	1	1	3	5	149	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
39	5	2	4	1	2	1	1	7	3	71	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
34	1	3	5	1	2	1	1	9	1	204	5	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
30	3	2	2	1	2	1	1	7	1	72	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
59	7	1	4	1	1	1	2	2	5	77	8	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
25	3	1	2	1	2	1	2	1	1	498	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
47	3	3	2	1	1	1	1	4	5	159	1	999	1	2	-1.0	-0.8612626656274358	0.757322175732217	-0.9455782312925171	-0.5924385633270361	0
32	3	1	3	1	2	2	1	7	5	301	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
30	1	1	6	1	2	1	2	2	5	338	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
24	5	2	3	1	2	1	1	8	2	197	1	999	0	1	-1.0	-0.8207326578332044	1.0	-0.9596371882086168	-0.5924385633270361	0
58	8	1	2	1	2	1	1	4	3	145	1	999	2	2	-0.04166666666666663	0.5572876071706929	0.11297071129707081	-0.887981859410431	-1.0	0
44	6	1	3	1	2	1	2	1	2	158	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
36	3	1	3	1	1	2	1	4	5	28	2	999	0	1	-1.0	-0.8612626656274358	0.757322175732217	-0.9165532879818594	-0.5924385633270361	0
33	4	3	1	1	1	1	2	1	5	355	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
31	1	2	2	1	2	1	1	5	3	42	6	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	0
35	6	1	3	1	1	1	1	7	4	108	4	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9623582766439907	1.0	0
29	1	1	1	1	2	1	1	1	1	202	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6925170068027212	0.024574669187146014	0
58	6	1	3	1	1	1	1	5	3	260	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	0
43	1	1	5	1	1	1	2	1	5	269	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
38	8	1	1	1	1	1	1	5	1	215	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9600907029478456	1.0	0
36	5	2	4	1	2	1	1	5	4	54	4	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9605442176870749	1.0	0
56	7	1	4	1	2	1	1	7	5	139	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
32	3	1	3	1	2	1	2	1	4	99	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9160997732426301	0.7194706994328897	0
48	1	1	1	1	1	1	2	7	1	67	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
31	5	1	3	1	2	1	2	3	3	57	4	999	0	1	-1.0	-0.6508183943881534	0.7322175732217571	-0.9641723356009071	-0.5924385633270361	0
41	1	1	5	1	1	1	1	1	5	234	1	999	2	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	0
51	6	1	3	1	1	1	1	7	4	386	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
26	3	2	2	1	2	1	2	1	1	619	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	1
34	3	2	3	1	2	1	1	4	1	260	3	3	2	3	-1.0	-0.8612626656274358	0.757322175732217	-0.9374149659863946	-0.5924385633270361	1
26	1	1	1	1	1	1	2	2	2	71	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
39	5	1	2	1	2	1	1	7	3	225	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
52	7	3	4	1	2	1	1	5	5	867	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
